21.1909, 6.88697
21.3079, 6.67693
20.9361, 11.0752
20.5088, 20.0576
20.1187, 27.6272
19.844, 21.8146
19.8258, 26.1625
19.2972, 26.0325
19.2319, 20.4789
18.3853, 18.0395
17.656, 11.648
17.528, 13.1755
17.1805, 12.5935
17.0093, 6.96169
16.8282, 7.60537
16.8953, 8.69076
16.9356, 7.73691
17.1407, 13.7608
17.0702, 29.5399
17.3334, 34.3144
17.4981, 32.8073
18.6639, 20.6563
20.3471, 6.02583
20.7373, 6.57492
20.5703, 9.68909
20.2883, 33.464
11.7059, 13.475
12.5951, 13.2244
13.3625, 12.8877
12.3822, 13.1465
10.7971, 13.9793
11.7284, 13.9648
13.0911, 12.9804
14.4217, 12.6912
13.9086, 12.5117
13.1925, 12.2388
10.9044, 11.5228
10.0741, 10.4482
9.41187, 9.81716
9.02294, 9.38631
7.6354, 8.71987
7.78599, 9.02541
7.6024, 12.3528
9.33665, 15.8075
13.3186, 16.5047
14.8393, 17.6098
18.3094, 19.761
20.2948, 22.4171
23.136, 23.8427
26.2579, 26.6787
29.0524, 27.6573
30.7037, 28.1627
35.4722, 27.6069
36.2034, 26.7606
36.296, 27.7498
36.0653, 25.4757
35.1502, 26.5386
35.6912, 27.0029
35.7132, 25.7685
35.5189, 27.5131
35.4214, 27.0631
36.1699, 25.6791
37.0574, 25.7291
35.5001, 24.6005
35.8196, 25.3265
32.6122, 28.5051
30.3675, 29.7329
29.9871, 29.937
28.6154, 29.9112
29.2372, 28.3719
31.0153, 26.7376
31.6969, 26.45
30.422, 26.841
30.3555, 26.4392
29.1788, 27.083
28.8252, 27.8442
27.5212, 27.8194
28.4826, 27.2074
25.8561, 27.334
26.9832, 27.625
27.8594, 45.7336
20.2529, 12.2708
21.4143, 10.5832
21.0761, 10.1978
21.3689, 10.3277
20.9394, 11.3794
20.7555, 11.493
20.1115, 12.403
19.213, 13.002
19.0553, 13.8687
18.5113, 14.4405
18.8485, 14.9265
19.3722, 15.4857
19.5017, 16.0143
20.091, 16.4426
20.495, 17.4096
20.4335, 18.2495
19.616, 18.2723
19.4211, 18.1024
19.4459, 16.16
20.2825, 11.851
20.5175, 10.3269
20.6511, 9.74933
21.4261, 9.89486
21.0316, 10.4534
20.9807, 10.4376
20.5416, 10.6382
20.571, 11.5993
20.0808, 12.0828
20.3812, 13.3207
20.0548, 13.422
20.3147, 14.3154
20.633, 15.1634
20.5167, 15.692
21.0106, 17.4538
20.5365, 16.9079
19.3449, 17.2181
19.9716, 15.9595
20.3324, 10.511
20.5729, 9.4466
21.0069, 9.67807
20.6239, 9.62329
20.3384, 11.752
19.5813, 10.8772
19.3906, 12.0462
19.5674, 12.9961
clips\Dillistone-1080p@24_uyvy.yuv, 49.1405, 87.7255
